1384268359785,115233708951028,5409516000000,1.225831,0.459687,10.113108,0
1384268359882,115233805996927,5409626000000,1.379060,0.306458,9.959879,1
1384268360001,115233924649270,5409736000000,2.604892,0.153229,6.435614,2
1384268360106,115234029171975,5409846000000,3.064578,-1.379060,0.306458,3
1384268360208,115234131161721,5409956000000,7.814674,-3.830723,0.612916,4
1384268360337,115234260678323,5410066000000,15.476120,-1.838747,17.927782,5
1384268360434,115234357205422,5410176000000,12.871228,-2.451663,18.540699,6
1384268360536,115234459683450,5410286000000,13.177687,-1.072602,10.419566,7
1384268360661,115234584775002,5410396000000,13.790602,-2.911349,9.346964,8
1384268360755,115234678555520,5410506000000,7.967903,-5.056554,5.516241,9
1384268360871,115234794644387,5410616000000,1.685518,-2.911349,2.451663,10
1384268360974,115234897183450,5410726000000,-0.153229,0.153229,5.363012,11
1384268361107,115235030331643,5410836000000,-0.459687,1.685518,8.121132,12
1384268361194,115235117062600,5410946000000,0.153229,1.532289,10.572795,13
1384268361324,115235247189553,5411056000000,2.604892,-3.217807,7.814674,14
1384268361414,115235337826760,5411166000000,0.153229,1.991976,10.419566,15
1384268361539,115235462216409,5411276000000,0.000000,1.072602,10.266337,16
