1384249016478,98257040268714,1020621000000,6.742072,-6.742072,3.524265,0
1384249016589,98257151200111,1020731000000,6.895301,-6.435614,3.371036,1
1384249016700,98257261948402,1020841000000,6.742072,-7.048530,3.830723,2
1384249016811,98257373825843,1020951000000,6.895301,-6.435614,3.983952,3
1384249016924,98257486466224,1021061000000,7.048530,-6.742072,3.677494,4
1384249017035,98257597733314,1021171000000,6.895301,-6.129157,3.677494,5
1384249017147,98257708939368,1021281000000,7.814674,-7.201759,7.048530,6
1384249017258,98257820206458,1021391000000,11.185710,-14.097059,15.322891,7
1384249017369,98257931717689,1021501000000,13.637373,-14.403518,10.419566,8
1384249017480,98258042069251,1021611000000,6.742072,-7.661446,-3.677494,9
1384249017590,98258152085120,1021721000000,-2.298434,0.459687,-2.298434,10
1384249017702,98258264145667,1021831000000,-0.306458,2.911349,10.572795,11
1384249017813,98258375138099,1021941000000,-0.306458,1.685518,9.653421,12
1384249017924,98258486405189,1022051000000,-3.064578,-1.838747,5.822699,13
1384249018035,98258597550208,1022161000000,-5.363012,-8.427590,5.975927,14
1384249018146,98258708786780,1022271000000,-4.443638,-7.354988,9.193734,15
1384249018258,98258820145423,1022381000000,-3.064578,-1.072602,5.363012,16
1384249018369,98258931504066,1022491000000,0.000000,-0.306458,0.459687,17
1384249018459,98259021439368,1022601000000,-0.306458,1.838747,1.991976,18
1384249018570,98259131943519,1022711000000,14.097059,-5.363012,10.266337,19
1384249018681,98259243912513,1022821000000,15.935806,-7.201759,16.548723,20
1384249018793,98259355149085,1022931000000,9.806650,-4.903325,9.653421,21
1384249018901,98259463883216,1023041000000,8.427590,-9.959879,3.830723,22
1384249019013,98259575150306,1023151000000,8.887277,-9.193734,2.145205,23
1384249019124,98259686356360,1023261000000,9.959879,-3.217807,1.225831,24
1384249019235,98259797806556,1023371000000,9.346964,0.000000,1.991976,25
1384249019347,98259908951575,1023481000000,10.419566,-4.750096,5.209783,26
1384249019458,98260020188148,1023591000000,5.975927,-5.516241,5.209783,27
1384249019569,98260131333167,1023701000000,7.354988,-5.975927,5.209783,28
1384249019679,98260241928870,1023811000000,6.895301,-5.209783,5.209783,29
1384249019791,98260353806312,1023921000000,7.201759,-5.056554,4.596867,30
1384249019903,98260465683753,1024031000000,6.895301,-6.129157,4.137181,31
1384249020014,98260576004798,1024141000000,7.508216,-8.274362,5.056554,32
1384249020113,98260675400550,1024251000000,6.742072,-5.209783,4.137181,33
