1384187356112,80254401314200,2754782000000,3.217807,-1.379060,9.193734,0
1384187356223,80254512489737,2754892000000,3.524265,-0.612916,10.266337,1
1384187356334,80254623573721,2755002000000,3.524265,-1.685518,9.500193,2
1384187356433,80254722389639,2755112000000,6.435614,1.991976,12.258313,3
1384187356544,80254833565176,2755222000000,5.209783,1.379060,19.613300,4
1384187356655,80254945137442,2755332000000,2.145205,-2.758120,17.161638,5
1384187356768,80255057533682,2755442000000,1.532289,-5.516241,3.064578,6
1384187356881,80255170814932,2755552000000,-0.153229,2.911349,-3.217807,7
1384187356993,80255282326163,2755662000000,1.991976,0.612916,-0.766145,8
1384187357104,80255393471182,2755772000000,1.379060,-1.838747,5.669470,9
1384187357215,80255504829825,2755882000000,0.612916,0.306458,14.556746,10
1384187357326,80255615883292,2755992000000,7.048530,-4.596867,19.613300,11
1384187357437,80255727180899,2756102000000,8.580819,-2.604892,15.016433,12
1384187357552,80255842171133,2756212000000,5.975927,-0.306458,8.427590,13
1384187357664,80255953957022,2756322000000,6.129157,0.000000,7.967903,14
1384187357765,80256054420889,2756432000000,5.822699,-0.153229,7.508216,15
1384187357878,80256167671622,2756542000000,5.669470,-0.153229,7.967903,16
1384187357989,80256278816641,2756652000000,5.363012,-0.612916,8.274362,17
1384187358086,80256375557364,2756762000000,5.209783,-0.153229,9.040505,18
1384187358198,80256487648428,2756872000000,4.903325,0.306458,8.580819,19
1384187358309,80256599159659,2756982000000,5.056554,0.306458,9.193734,20
