1384355551393,145979796158688,1258204000000,-3.217807,2.604892,8.580819,0
1384355551501,145979904404538,1258314000000,-3.064578,2.758120,8.274362,1
1384355551613,145980016404050,1258424000000,-1.991976,5.822699,9.346964,2
1384355551710,145980113144772,1258534000000,-1.379060,7.814674,11.032481,3
1384355551840,145980243210690,1258644000000,-1.379060,4.750096,9.193734,4
1384355551939,145980342270749,1258754000000,-1.685518,-5.516241,5.822699,5
1384355552040,145980443406003,1258864000000,-4.137181,-2.298434,3.830723,6
1384355552163,145980566361325,1258974000000,0.766145,-0.612916,3.064578,7
1384355552275,145980678269284,1259084000000,1.532289,-0.306458,6.435614,8
1384355552385,145980787613766,1259194000000,3.064578,-2.758120,13.024457,9
1384355552483,145980885971921,1259304000000,9.346964,-4.137181,17.927782,10
1384355552610,145981013382809,1259414000000,7.814674,-2.451663,14.863204,11
1384355552711,145981114334958,1259524000000,6.129157,-2.145205,9.500193,12
1384355552814,145981216782468,1259634000000,5.209783,-1.991976,8.887277,13
1384355552939,145981341996091,1259744000000,4.903325,-2.145205,8.121132,14
1384355553048,145981450669186,1259854000000,4.903325,4.596867,20.685904,15
1384355553146,145981548783200,1259964000000,4.596867,-1.838747,8.427590,16
1384355553267,145981670548337,1260074000000,5.363012,-2.451663,8.274362,17
1384355553374,145981776963132,1260184000000,5.209783,-1.685518,8.734048,18
1384355553485,145981888077634,1260294000000,5.516241,-1.991976,8.274362,19
1384355553580,145981983170407,1260404000000,5.209783,-1.991976,8.121132,20
1384355553690,145982093583005,1260514000000,5.209783,-2.145205,8.734048,21
1384355553814,145982216812985,1260624000000,5.822699,-1.991976,8.427590,22
1384355553926,145982328904050,1260734000000,5.209783,-1.991976,8.580819,23
1384355554037,145982440415280,1260844000000,5.056554,-1.991976,8.427590,24
1384355554148,145982551163571,1260954000000,5.209783,-1.991976,8.887277,25
1384355554260,145982663132565,1261064000000,5.056554,-1.838747,8.734048,26
1384355554371,145982773819821,1261174000000,5.056554,-1.991976,8.427590,27
1384355554468,145982871292966,1261284000000,5.209783,-2.298434,8.734048,28
1384355554580,145982983170407,1261394000000,5.209783,-2.451663,8.427590,29
1384355554680,145983083023923,1261504000000,5.363012,-2.451663,8.887277,30
