1384267061135,113935058682473,4110786000000,2.145205,-0.766145,9.959879,0
1384267061247,113935170559915,4110896000000,1.991976,-1.225831,9.806650,1
1384267061364,113935287777932,4111006000000,1.532289,-0.766145,9.959879,2
1384267061488,113935411679299,4111116000000,0.766145,-6.742072,10.419566,3
1384267061574,113935497860940,4111226000000,0.766145,-9.653421,8.580819,4
1384267061688,113935611660989,4111336000000,6.129157,-5.822699,9.500193,5
1384267061812,113935735714944,4111446000000,7.967903,2.604892,8.887277,6
1384267061913,113935836483987,4111556000000,5.516241,4.750096,9.500193,7
1384267062018,113935941250833,4111666000000,2.758120,1.379060,9.653421,8
1384267062133,113936056454690,4111776000000,1.685518,0.306458,10.266337,9
1384267062265,113936188168557,4111886000000,2.911349,-1.225831,10.266337,10
1384267062351,113936274380716,4111996000000,1.991976,-0.306458,10.113108,11
1384267062459,113936382473977,4112106000000,1.225831,-0.459687,9.500193,12
1384267062575,113936498806985,4112216000000,1.685518,-1.072602,9.653421,13
1384267062670,113936593991311,4112326000000,1.532289,-0.612916,9.959879,14
1384267062793,113936716336282,4112436000000,1.838747,-0.612916,9.806650,15
1384267062899,113936822506936,4112546000000,1.685518,-0.459687,9.959879,16
1384267063019,113936942471536,4112656000000,1.532289,-1.685518,9.040505,17
1384267063122,113937045071633,4112766000000,2.758120,-1.225831,10.572795,18
