1384354668380,145096783463376,375094000000,-3.677494,0.919373,8.580819,0
1384354668481,145096883988278,375204000000,-2.911349,0.766145,9.806650,1
1384354668592,145096995285886,375314000000,-1.838747,0.000000,4.903325,2
1384354668698,145097101151364,375424000000,1.225831,0.153229,1.838747,3
1384354668811,145097214127438,375534000000,7.048530,-2.145205,3.371036,4
1384354668921,145097323685544,375644000000,15.935806,-7.508216,10.726024,5
1384354669022,145097424790280,375754000000,13.177687,-5.209783,15.016433,6
1384354669144,145097547226804,375864000000,10.266337,-4.750096,11.185710,7
1384354669242,145097644730466,375974000000,9.346964,-3.677494,3.524265,8
1384354669354,145097756607907,376084000000,8.427590,-2.145205,2.451663,9
1384354669487,145097890458005,376194000000,8.274362,-2.604892,4.290410,10
1384354669589,145097992325681,376304000000,8.427590,-1.379060,5.669470,11
1384354669686,145098088608640,376414000000,8.887277,-2.145205,5.822699,12
1384354669798,145098201249020,376524000000,8.580819,-2.451663,5.056554,13
