1385109790263,89864716302347,580072000000,8.887277,-2.145205,5.975927,0
1385109790351,89864804101420,580182000000,8.734048,-1.532289,5.209783,1
1385109790466,89864920007181,580292000000,9.959879,0.000000,7.354988,2
1385109790599,89865052758646,580402000000,18.847157,4.443638,18.847157,3
1385109790687,89865140862894,580512000000,21.452047,-6.435614,16.395493,4
1385109790801,89865254571390,580622000000,11.338940,-5.056554,1.225831,5
1385109790916,89865369561625,580732000000,-0.919373,-0.612916,-7.508216,6
1385109791020,89865473535013,580842000000,-3.217807,3.524265,-9.500193,7
1385109791135,89865588281107,580952000000,2.758120,0.612916,-4.596867,8
1385109791248,89865701775980,581062000000,15.629349,-9.653421,4.750096,9
1385109791361,89865814141703,581172000000,23.290794,-9.959879,17.314867,10
1385109791473,89865926568461,581282000000,13.790602,-7.661446,13.330915,11
1385109791560,89866014001322,581392000000,10.419566,-8.121132,10.113108,12
1385109791673,89866126733256,581502000000,8.887277,-2.145205,1.991976,13
1385109791785,89866238976908,581612000000,9.346964,-2.451663,3.217807,14
1385109791910,89866363854838,581722000000,9.806650,-3.217807,3.524265,15
1385109792025,89866478814554,581832000000,19.766529,-3.830723,10.266337,16
1385109792111,89866564324808,581942000000,9.193734,-2.451663,4.443638,17
1385109792241,89866694756937,582052000000,9.653421,-1.532289,2.298434,18
